x,y,rho,u,v,p
-0.665865384615385,0.0,0.011614401858304297,486.06419329138,-1.4915904469965574e-80,999.9999999999998
-0.630244755244755,0.0,0.011614401858304297,486.06419329138,2.3905228923094696e-64,999.9999999999998
-0.596197552447552,0.0,0.011614401858304297,486.06419329138,-9.451108202853714e-48,999.9999999999998
-0.563374125874126,0.0,0.011614401858304297,486.06419329138,1.5748470106418726e-31,999.9999999999998
-0.531424825174825,0.0,0.011614401858304297,486.06419329138,-1.8920929109603417e-15,999.9999999999998
-0.5,0.0,0.012957812571841015,441.6375369923013,17.313405529266,1191.420096394636
-0.46875,0.01254832377930426,0.014355962619143858,404.15847875263097,32.92972441986674,1381.8080205527729
-0.4375,0.02417063761552463,0.014289741717985329,406.58567810049,34.41135530183574,1372.4832829849304
-0.40625,0.03489308747761655,0.01404675523832362,414.25863394688037,33.94215363638939,1336.7665991570052
-0.375,0.04473892845046046,0.013803570877261171,421.8678938094542,32.95827772681266,1301.4160041513683
-0.34375,0.05372881338030999,0.013575637730400296,428.92687068268526,31.556075332730643,1268.7292173150242
-0.3125,0.06188103638972264,0.013366648355357964,435.24949611925774,29.726978067190895,1239.2658977807557
-0.28125,0.0692117386393809,0.013165859978548248,441.1727763789699,27.593231930672825,1211.3829288986162
-0.25,0.07573508221730751,0.012971751503035001,446.7500239118598,25.227189531871673,1184.8220966990266
-0.21875,0.08146339686313331,0.012783328404728745,452.0182033564729,22.674851392054645,1159.4114536671482
-0.1875,0.0864073033063828,0.012599921902287958,457.00375843344307,19.969282636103582,1135.0306321375685
-0.15625,0.09057581625412459,0.01242105696407668,461.72670832216926,17.136213465064777,1111.5893521953442
-0.125,0.09397642946075346,0.012246391163052902,466.20273401581494,14.196619353650213,1089.0172139195556
-0.09375,0.09661518481776254,0.012075700490327482,470.4439899404439,11.167817284264672,1067.2603508448162
-0.0625,0.09849672698855905,0.011908881318517344,474.4594602787572,8.063929720563342,1046.280348412383
-0.03125,0.0996243447627474,0.011746054942860667,478.2492471117481,4.897760791583256,1026.0515335785951
0.0,0.1,0.011587378258039845,481.80808000058624,1.6831425327531593,1006.5378575667878
0.03125,0.0996243447627474,0.011432737665038283,485.13927090258386,-1.5667505407789672,987.6846851950277
0.0625,0.09849672698855905,0.011281962519078205,488.2506770981736,-4.841016241199852,969.4459094121381
0.09375,0.09661518481776254,0.01113499047700735,491.14764942409784,-8.130068689426354,951.7903584869283
0.125,0.09397642946075346,0.010991792220334787,493.8348288751114,-11.425303384943641,934.692036558013
0.15625,0.09057581625412459,0.01085235050034516,496.31664224620977,-14.718941439058971,918.1273151875919
0.1875,0.0864073033063828,0.010716653576998528,498.59745684782206,-18.003954185161323,902.0739612123012
0.21875,0.08146339686313331,0.010584692962707476,500.681633257731,-21.274025430780902,886.5107141377281
0.25,0.07573508221730751,0.0104564626200557,502.5735429807643,-24.52353264901431,871.4170486932614
0.28125,0.0692117386393809,0.010331958731731481,504.2775717287881,-27.747539007226617,856.7730075294434
0.3125,0.06188103638972264,0.010211179746716257,505.7981154602445,-30.94179267916294,842.5590626945352
0.34375,0.05372881338030999,0.010094126591700586,507.139572080667,-34.10273177547548,828.7559874786095
0.375,0.04473892845046046,0.009980802995710428,508.3063303869792,-37.227493962422734,815.3447272052487
0.40625,0.03489308747761655,0.009871215891383546,509.30275753974774,-40.31393003002714,802.306258918091
0.4375,0.02417063761552463,0.009765375852698367,510.13318651313585,-43.360620512041876,789.6214287164121
0.46875,0.01254832377930426,0.009663297510852993,510.8019055026749,-46.36689392278042,777.270752376209
0.5,0.0,0.01029627366991977,494.7373357381307,-31.10667140469581,853.9276304955558
0.531424825174825,0.0,0.011190311272990498,475.47703480494187,-10.859781067401505,960.8796139359134
0.563374125874126,0.0,0.011454473451236267,469.51237401154305,-3.7171463902764867,993.4259423253593
0.596197552447552,0.0,0.011519141368725916,468.06794122882604,-1.3929464017876256,1001.4317609690447
0.630244755244755,0.0,0.011531959736555738,467.80966237967425,-0.6441646227754761,1003.0067959022931
0.665865384615385,0.0,0.01153244758233363,467.8270865557184,-0.387312385391061,1003.0553151154822
0.703409090909091,0.0,0.01153041128631217,467.89631500570766,-0.2831081580808899,1002.7939327037025
0.743225524475524,0.0,0.01152813975248055,467.967087854653,-0.22808170888354143,1002.5053982144889
0.785664335664336,0.0,0.01152607624379606,468.0308774542328,-0.19059977200535166,1002.2438743488099
0.831075174825175,0.0,0.01152424403235673,468.0880900309711,-0.1605726528096085,1002.0118282199013
0.879807692307692,0.0,0.01152259460180845,468.1403326054092,-0.13446167966129247,1001.8030552176333
0.932211538461538,0.0,0.011521084024580262,468.1888687149992,-0.11084855100651647,1001.6120384400772
0.988636363636364,0.0,0.0115196834065275,468.2344981781769,-0.08908854179347507,1001.4351856707548
1.04943181818182,0.0,0.011518376040450898,468.27768279636,-0.0688692187649745,1001.2704490704798
1.11494755244755,0.0,0.011517154753562183,468.3186356161923,-0.050064798698565845,1001.11698390998
1.18553321678322,0.0,0.011516023168112427,468.35730852273826,-0.03272643031600505,1000.9752975066831
1.26153846153846,0.0,0.011515002556093955,468.39329604002523,-0.017181274584426216,1000.8480744458125
1.34331293706294,0.0,0.011514146176166536,468.42582943918273,-0.004260326826624103,1000.7418105432932
1.43120629370629,0.0,0.011513564240160267,468.45324305495916,0.004377905106449194,1000.6698591097597
1.52556818181818,0.0,0.011513453630977853,468.47141580670063,0.00583459952457268,1000.6564999391923
1.62674825174825,0.0,0.01151411628914415,468.473784373346,-0.004418451442658168,1000.7390421267041
1.73509615384615,0.0,0.01151594890478639,468.45289298197946,-0.03240786246901231,1000.9659893257423
1.85096153846154,0.0,0.011519365833547773,468.4021639660978,-0.08436724830685645,1001.3875296760293
1.97469405594406,0.0,0.01152462910895976,468.3196502777085,-0.16414743251252437,1002.034605021147
2.10664335664336,0.0,0.011531622744958381,468.2130226076245,-0.26984255867603296,1002.8910788230206
2.24715909090909,0.0,0.011539663414962271,468.10294124613216,-0.3909334390848971,1003.8705980000026
2.39659090909091,0.0,0.01154746596434611,468.0221360684665,-0.5078165133781344,1004.8128091061453
2.55528846153846,0.0,0.011553341400508673,468.0088468979699,-0.5948701862057278,1005.5085032394492
2.7236013986014,0.0,0.011555596095165,468.096087673624,-0.6265392752351575,1005.7497276980934
2.90187937062937,0.0,0.011552997289925008,468.30058609311754,-0.5843747625375738,1005.3879294248234
3.09047202797203,0.0,0.011545144368517123,468.6154963864313,-0.46262779864651504,1004.3798999268381
3.28972902097902,0.0,0.011532640987436909,469.0091670187021,-0.2708590839680571,1002.8082870933262
3.5,0.0,0.01156988427261338,477.6747033841081,-0.07947438717018569,1001.1140482866301
-3.5,0.02085963251279893,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-3.28972902097902,0.02085963251279893,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-3.09047202797203,0.02085963251279893,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-2.90187937062937,0.02085963251279893,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-2.7236013986014,0.02085963251279893,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-2.55528846153846,0.02085963251279893,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-2.39659090909091,0.02085963251279893,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-2.24715909090909,0.02085963251279893,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-2.10664335664336,0.02085963251279893,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-1.97469405594406,0.02085963251279893,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-1.85096153846154,0.02085963251279893,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-1.73509615384615,0.02085963251279893,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-1.62674825174825,0.02085963251279893,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-1.52556818181818,0.02085963251279893,0.011614401858304297,486.06419329138,-7.483949135987162e-307,999.9999999999998
-1.43120629370629,0.02085963251279893,0.011614401858304297,486.06419329138,2.016116461825351e-290,999.9999999999998
-1.34331293706294,0.02085963251279893,0.011614401858304297,486.06419329138,-2.979358626690549e-274,999.9999999999998
-1.26153846153846,0.02085963251279893,0.011614401858304297,486.06419329138,3.1687792229755783e-258,999.9999999999998
-1.18553321678322,0.02085963251279893,0.011614401858304297,486.06419329138,-5.256883701285014e-242,999.9999999999998
-1.11494755244755,0.02085963251279893,0.011614401858304297,486.06419329138,7.563745821583272e-226,999.9999999999998
-1.04943181818182,0.02085963251279893,0.011614401858304297,486.06419329138,-1.564010634953223e-209,999.9999999999998
-0.988636363636364,0.02085963251279893,0.011614401858304297,486.06419329138,2.9371244355935257e-193,999.9999999999998
-0.932211538461538,0.02085963251279893,0.011614401858304297,486.06419329138,-4.904898315220078e-177,999.9999999999998
-0.879807692307692,0.02085963251279893,0.011614401858304297,486.06419329138,7.766865771852768e-161,999.9999999999998
-0.831075174825175,0.02085963251279893,0.011614401858304297,486.06419329138,-1.4986478593937575e-144,999.9999999999998
-0.785664335664336,0.02085963251279893,0.011614401858304297,486.06419329138,2.2944480405068977e-128,999.9999999999998
-0.743225524475524,0.02085963251279893,0.011614401858304297,486.06419329138,-3.89973645640932e-112,999.9999999999998
-0.703409090909091,0.02085963251279893,0.011614401858304297,486.06419329138,8.373086423655683e-96,999.9999999999998
-0.665865384615385,0.02085963251279893,0.011614401858304297,486.06419329138,-8.640545579889673e-80,999.9999999999998
-0.630244755244755,0.02085963251279893,0.011614401858304297,486.06419329138,1.2670004013125e-63,999.9999999999998
-0.596197552447552,0.02085963251279893,0.011614401858304297,486.06419329138,-3.07686940282429e-47,999.9999999999998
-0.563374125874126,0.02085963251279893,0.011614401858304297,486.06419329138,4.372689204239901e-31,999.9999999999998
-0.531424825174825,0.02085963251279893,0.011614401858304297,486.06419329138,-8.647947040669304e-15,999.9999999999998
-0.5,0.02085963251279893,0.013938178439077867,416.7655615627769,28.99950503179632,1322.6366637159686
-0.46875,0.03340762628148412,0.01666784850141653,358.43720197624225,53.620300302915105,1679.4051508689838
-0.4375,0.04502963446038712,0.016881038551277393,354.647120295095,57.75282937520011,1708.1903700167745
-0.40625,0.0557518023308458,0.016457859365855736,364.8228955123778,57.89206613056865,1648.6408413717431
-0.375,0.06559738436615098,0.015993330987621096,376.00685182977077,56.99777960880483,1583.9562313279664
-0.34375,0.07458703286940337,0.015555290576547138,386.62450088133494,55.31979723586855,1523.6688362249624
-0.3125,0.08273904148204005,0.015154601519534516,396.27705656516827,52.86154068980972,1469.284008994139
-0.28125,0.09006955094024424,0.014767348536181103,405.52828687292396,49.809673671436464,1417.3514309185434
-0.25,0.09659272295958737,0.014391519172090214,414.42713106801597,46.266688532044235,1367.5279724531852
-0.21875,0.102320886955438,0.014025619365593057,423.0117427198977,42.29702946317451,1319.5594580509269
-0.1875,0.107264663378005,0.013668573971273183,431.310380617683,37.94539349589306,1273.2587388038107
-0.15625,0.111433066697277,0.013319578274464129,439.34455175572157,33.244899355832295,1228.481343984509
-0.125,0.114833590470568,0.01297802800267115,447.13070087415855,28.22092216094666,1185.113527798903
-0.09375,0.117472276430477,0.012643521453006993,454.68038742444554,22.892495808045403,1143.0704465471842
-0.0625,0.119353769118258,0.0123158950275236,461.9982200759032,17.273077995509862,1102.297593592057
-0.03125,0.120481357237024,0.011995127539572988,469.07505981965113,11.376859464322385,1062.7514499619026
0.0,0.120857002594852,0.01168087236219368,475.9087414360546,5.220775261075305,1024.3484923970984
0.03125,0.120481357237024,0.011372672772085805,482.50944324480594,-1.1823055392676747,986.994225491739
0.0625,0.119353769118258,0.011070408268479437,488.8799889056361,-7.823924658490856,950.630159182827
0.09375,0.117472276430477,0.010774121101843842,495.01940464733383,-14.697303328802338,915.2123970283981
0.125,0.114833590470568,0.010483944008552435,500.92426488351407,-21.796552380333825,880.7036378016471
0.15625,0.111433066697277,0.01020006385434712,506.589299274831,-29.116373157451214,847.0699817893276
0.1875,0.107264663378005,0.009922698879949458,512.0077421481095,-36.651898677146505,814.2795331171765
0.21875,0.102320886955438,0.009652081982373021,517.1715935956254,-44.398593044509724,782.3016950759558
0.25,0.09659272295958737,0.0093884477243785,522.071844171691,-52.35219016554973,751.1067530386694
0.28125,0.09006955094024424,0.00913202248685557,526.6986732321661,-60.50866669476015,720.6655883213169
0.3125,0.08273904148204005,0.008883017647065092,531.0416171232993,-68.86424612503347,690.9494554546312
0.34375,0.07458703286940337,0.00864162570856403,535.089700095055,-77.41543036165021,661.9297876527905
0.375,0.06559738436615098,0.008408019229113512,538.8315215225904,-86.15905445178856,633.5780069940934
0.40625,0.0557518023308458,0.00818235230305956,542.2552952967604,-95.09235996417262,605.8653196864407
0.4375,0.04502963446038712,0.00796476429466094,545.3488401068126,-104.21308292950846,578.7624770750497
0.46875,0.03340762628148412,0.00775538549956265,548.099522419212,-113.51955322406695,552.2394808774649
0.5,0.02085963251279893,0.008684341864672637,517.7369777443331,-80.5874657950154,668.9834533892978
0.531424825174825,0.02085963251279893,0.010232470329880387,480.4573632963862,-35.6107425220776,855.5394421658393
0.563374125874126,0.02085963251279893,0.010971601310099827,464.43088423268904,-15.376848995146307,944.5390730628338
0.596197552447552,0.02085963251279893,0.011281522808422251,457.87042946523394,-6.560312202788448,982.0802280110221
0.630244755244755,0.02085963251279893,0.011400068862680034,455.3553149099933,-2.874930208035416,996.5282981948881
0.665865384615385,0.02085963251279893,0.011440906751756188,454.49866359601583,-1.3828112827704448,1001.5240224733792
0.703409090909091,0.02085963251279893,0.011452427636985158,454.2755616382058,-0.7803639749206078,1002.9365461047953
0.743225524475524,0.02085963251279893,0.011453636976013332,454.27593429561387,-0.5242703694182697,1003.0858088820427
0.785664335664336,0.02085963251279893,0.011451543620203328,454.34720132043265,-0.39943610537426294,1002.829945681979
0.831075174825175,0.02085963251279893,0.011448578063011687,454.4365596957068,-0.32405067577502006,1002.4669536128956
0.879807692307692,0.02085963251279893,0.011445519305758866,454.52732798814895,-0.26797344281487334,1002.0924170704458
0.932211538461538,0.02085963251279893,0.011442587144157303,454.61499079840047,-0.22036093644016144,1001.7333149313703
0.988636363636364,0.02085963251279893,0.01143982818907131,454.69874781611855,-0.1773574315528437,1001.3953607920494
1.04943181818182,0.02085963251279893,0.01143724411034144,454.77873286924915,-0.13759533056841242,1001.0787423031729
1.11494755244755,0.02085963251279893,0.01143483323511896,454.8551267807258,-0.10064884542734338,1000.7832300378171
1.18553321678322,0.02085963251279893,0.011432608963610962,454.9277726183019,-0.06662042129680684,1000.5104399252488
1.26153846153846,0.02085963251279893,0.01143061880118252,454.9958072976615,-0.036240815366132245,1000.2661782906099
1.34331293706294,0.02085963251279893,0.011428973905689938,455.05719387792027,-0.011332378590671655,1000.0641417614911
1.43120629370629,0.02085963251279893,0.011427895720932158,455.1078220342705,0.0045439933432940074,999.9317134682549
1.52556818181818,0.02085963251279893,0.011427778569239098,455.13993960697,0.0053039071360185255,999.9173818000558
1.62674825174825,0.02085963251279893,0.011429229010251625,455.1417383839674,-0.018473289011370228,1000.0956100755349
1.73509615384615,0.02085963251279893,0.011433034542153385,455.09885754161235,-0.07917712619282759,1000.56326562215
1.85096153846154,0.02085963251279893,0.011439995438217514,454.9984659707454,-0.1892817673967999,1001.4190573949622
1.97469405594406,0.02085963251279893,0.011450581582853649,454.83693575459273,-0.3559144504043714,1002.7215400861297
2.10664335664336,0.02085963251279893,0.01146448985300991,454.628902236231,-0.5740095770414133,1004.4346648044915
2.24715909090909,0.02085963251279893,0.011480283748184885,454.4133595918498,-0.8208309985474092,1006.383115425013
2.39659090909091,0.02085963251279893,0.011495353506331707,454.251686280509,-1.0556099853548402,1008.2467425665855
2.55528846153846,0.02085963251279893,0.011506338868196365,454.2152586527912,-1.2263115100794053,1009.6119344628869
2.7236013986014,0.02085963251279893,0.011509937386487912,454.365579422943,-1.2820820453105324,1010.0709556358631
2.90187937062937,0.02085963251279893,0.0115038229725257,454.73403725262915,-1.1870895792561678,1009.3355529053007
3.09047202797203,0.02085963251279893,0.011487360518356656,455.3085230813268,-0.9311995110005038,1007.3257554211078
3.28972902097902,0.02085963251279893,0.01146191910413102,456.0307439776202,-0.5348292755905977,1004.2089249428692
3.5,0.02085963251279893,0.011530827274978958,471.3491690869741,-0.15173159339036754,1001.7116753224501
-3.5,0.04179816256399467,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-3.28972902097902,0.04179816256399467,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-3.09047202797203,0.04179816256399467,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-2.90187937062937,0.04179816256399467,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-2.7236013986014,0.04179816256399467,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-2.55528846153846,0.04179816256399467,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-2.39659090909091,0.04179816256399467,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-2.24715909090909,0.04179816256399467,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-2.10664335664336,0.04179816256399467,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-1.97469405594406,0.04179816256399467,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-1.85096153846154,0.04179816256399467,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-1.73509615384615,0.04179816256399467,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-1.62674825174825,0.04179816256399467,0.011614401858304297,486.06419329138,0.0,999.9999999999998
-1.52556818181818,0.04179816256399467,0.011614401858304297,486.06419329138,-3.3932215390706673e-307,999.9999999999998
-1.43120629370629,0.04179816256399467,0.011614401858304297,486.06419329138,1.334385309176138e-290,999.9999999999998
-1.34331293706294,0.04179816256399467,0.011614401858304297,486.06419329138,-2.1688778921394666e-274,999.9999999999998
-1.26153846153846,0.04179816256399467,0.011614401858304297,486.06419329138,1.6803891757231186e-258,999.9999999999998
-1.18553321678322,0.04179816256399467,0.011614401858304297,486.06419329138,-2.846732164914387e-242,999.9999999999998
-1.11494755244755,0.04179816256399467,0.011614401858304297,486.06419329138,4.1747898097986635e-226,999.9999999999998
-1.04943181818182,0.04179816256399467,0.011614401858304297,486.06419329138,-1.047474080638109e-209,999.9999999999998
-0.988636363636364,0.04179816256399467,0.011614401858304297,486.06419329138,1.5710079129455902e-193,999.9999999999998
-0.932211538461538,0.04179816256399467,0.011614401858304297,486.06419329138,-3.402869912693624e-177,999.9999999999998
-0.879807692307692,0.04179816256399467,0.011614401858304297,486.06419329138,5.920550146885185e-161,999.9999999999998
-0.831075174825175,0.04179816256399467,0.011614401858304297,486.06419329138,-1.1743111337245373e-144,999.9999999999998
-0.785664335664336,0.04179816256399467,0.011614401858304297,486.06419329138,2.0098457341862044e-128,999.9999999999998
-0.743225524475524,0.04179816256399467,0.011614401858304297,486.06419329138,-3.652180955616986e-112,999.9999999999998
-0.703409090909091,0.04179816256399467,0.011614401858304297,486.06419329138,7.185452973432709e-96,999.9999999999998
-0.665865384615385,0.04179816256399467,0.011614401858304297,486.06419329138,-4.7399355723436124e-80,999.9999999999998
-0.630244755244755,0.04179816256399467,0.011614401858304297,486.06419329138,7.856741130985947e-64,999.9999999999998
-0.596197552447552,0.04179816256399467,0.011614401858304297,486.06419329138,-1.682752152754147e-47,999.9999999999998
-0.563374125874126,0.04179816256399467,0.011614401858304297,486.06419329138,2.2221477021609004e-31,999.9999999999998
-0.531424825174825,0.04179816256399467,0.011614401858304297,486.06419329138,-7.770228743489153e-15,999.9999999999998
-0.5,0.04179816256399467,0.013267146337982452,438.4041067414927,23.55166712436373,1225.7853399425862
-0.46875,0.0543448362902036,0.015825171696318883,379.3232364531698,49.4976546298724,1566.104133101262
-0.4375,0.06596562183983706,0.016689522631761176,360.96754319074927,57.200825990940736,1682.825222478538
-0.40625,0.0766866617437628,0.016445567889474363,367.04190796844347,57.942664765295945,1647.5416765213508
-0.375,0.08653120802891305,0.016022046315267297,377.2328531261552,57.177449461327114,1587.72373620786
-0.34375,0.09551991082577685,0.015612116986858545,387.1417492071304,55.61854923461545,1530.541576770922
-0.3125,0.10367106185131,0.015237828948465081,396.1411044259009,53.37903330521184,1479.0086872428005
-0.28125,0.111000800143698,0.014872542220325536,404.85786521693274,50.586280681560254,1429.3268558405243
-0.25,0.117523285928707,0.014515728535134385,413.30436120656293,47.32267540406412,1381.3705041328776
-0.21875,0.123250847324658,0.014166658606033323,421.4984440915955,43.644255406092434,1334.9966937415406
-0.1875,0.128194103664494,0.013824671912962976,429.4561574984045,39.591518417739664,1290.080020706411
-0.15625,0.132362068469885,0.013489201953367202,437.19087943894533,35.19501232985191,1246.5141236248453
-0.125,0.135762234509828,0.013159790927994795,444.71301227538254,30.478105401875553,1204.212029513741
-0.09375,0.138400642881334,0.012836148374286281,452.0288023738726,25.457633732762872,1163.1122445544752
-0.0625,0.140281937637054,0.012518258846080136,459.13009317946745,20.146224508771855,1123.1869373480952
-0.03125,0.141409407134132,0.012205706833294673,466.0144286025402,14.560897497402369,1084.3739154873858
0.0,0.141785012974262,0.011897582982480767,472.7018482218529,8.718370081887198,1046.5685440491093
0.03125,0.141409407134132,0.011593436509382212,479.2052901202348,2.6273297915475915,1009.707521230278
0.0625,0.140281937637054,0.011293221172594063,485.52566127848604,-3.7068681855270182,973.7571998764047
0.09375,0.138400642881334,0.010996955869729373,491.6622749631914,-10.28029905570086,938.6844647341846
0.125,0.135762234509828,0.010704747580232024,497.6122912813438,-17.089912377459072,904.4590565952083
0.15625,0.132362068469885,0.01041678955422168,503.370649004115,-24.133307963016556,871.0531842978827
0.1875,0.128194103664494,0.010133353611115635,508.93008305065956,-31.40858677957279,838.4408588542516
0.21875,0.123250847324658,0.009854779677499658,514.2811712514988,-38.914214407833285,806.5973511508981
0.25,0.117523285928707,0.009581463039291043,519.412416691316,-46.648892760733965,775.4987879284485
0.28125,0.111000800143698,0.00931383978433656,524.3103743886612,-54.61145030970161,745.121848931973
0.3125,0.10367106185131,0.0090523712925722,528.9598225179348,-62.800762978523615,715.4435343937425
0.34375,0.09551991082577685,0.00879752891076184,533.3439692092835,-71.21571634802784,686.4409819668598
0.375,0.08653120802891305,0.008549780050648713,537.4446782747602,-79.85521738321052,658.0913180616024
0.40625,0.0766866617437628,0.008309576892213826,541.2426914663375,-88.7182612842882,630.3715309234577
0.4375,0.06596562183983706,0.008077348704070526,544.7178212101577,-97.80405668811899,603.2583531266529
0.46875,0.0543448362902036,0.007853498567378886,547.8490861482013,-107.1122107771826,576.7281403073807
0.5,0.04179816256399467,0.00823695615850032,536.1690473894043,-94.2020595495841,620.7003093334306
0.531424825174825,0.04179816256399467,0.009285841025376888,510.45622798846586,-60.53895889738033,743.145657874868
0.563374125874126,0.04179816256399467,0.010236223268595543,488.786741489241,-33.20769755397117,856.1100053223302
0.596197552447552,0.04179816256399467,0.010854620903199432,475.20655516929673,-16.58564474674404,930.5493071635707
0.630244755244755,0.04179816256399467,0.011187426547032867,467.94023704680995,-7.798231999369255,970.9709507353722
0.665865384615385,0.04179816256399467,0.011343999500258741,464.50191486330607,-3.5688868188882252,990.0994821708359
0.703409090909091,0.04179816256399467,0.01140982830870857,463.05268486531503,-1.669823759935853,998.1701332942995
0.743225524475524,0.04179816256399467,0.01143424423389594,462.5220106466033,-0.8551209037005317,1001.1711616223442
0.785664335664336,0.04179816256399467,0.011441404819806364,462.37706649585743,-0.5088200124336592,1002.055116712643
0.831075174825175,0.04179816256399467,0.011441940299309472,462.38092640673756,-0.352859525241867,1002.1252014139061
0.879807692307692,0.04179816256399467,0.011440165926209266,462.4370412918221,-0.2706255035831208,1001.9110575336688
0.932211538461538,0.04179816256399467,0.011437713151728986,462.50898125826814,-0.2162954651704631,1001.6129656401612
0.988636363636364,0.04179816256399467,0.011435156175830734,462.58406132242277,-0.17293186916193937,1001.3013656019693
1.04943181818182,0.04179816256399467,0.011432682831248802,462.65828019657255,-0.13464984727108936,1000.9992275774316
1.11494755244755,0.04179816256399467,0.011430354899554292,462.73047775483434,-0.09961226524559239,1000.714023509752
1.18553321678322,0.04179816256399467,0.011428208877408213,462.80007980998585,-0.06757508026620637,1000.4501086023787
1.26153846153846,0.04179816256399467,0.0114263046027054,462.86599280705747,-0.03930171261085718,1000.2147234932331
1.34331293706294,0.04179816256399467,0.011424765904329115,462.92550827681407,-0.016832417286438254,1000.0231513965805
1.43120629370629,0.04179816256399467,0.011423828586643647,462.9733377294306,-0.004123186522054328,999.9047220589173
1.52556818181818,0.04179816256399467,0.011423899293224331,463.0012893758355,-0.0078204358620641,999.9097123663678
1.62674825174825,0.04179816256399467,0.011425597180605956,462.99735092999606,-0.037963993427948525,1000.1146945130392
1.73509615384615,0.04179816256399467,0.011429712001345398,462.946026287229,-0.10732227247201488,1000.6180639433032
1.85096153846154,0.04179816256399467,0.011437014065555516,462.83313243679,-0.22814105321819206,1001.5168134277742
1.97469405594406,0.04179816256399467,0.011447903567394445,462.653896266022,-0.40637441552515835,1002.8633114806396
2.10664335664336,0.04179816256399467,0.011461974829483664,462.4220477639934,-0.6347179338116258,1004.6111862090496
2.24715909090909,0.04179816256399467,0.011477682556286308,462.17605168894244,-0.8875818807619968,1006.5730300171579
2.39659090909091,0.04179816256399467,0.011492345200277549,461.97733025698227,-1.1216474705316153,1008.4191503900727
